Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
GEESEBAL,2019-01-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,2.639222,668
GEESEBAL,2019-01-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
GEESEBAL,2019-01-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,16.505115,39684
GEESEBAL,2019-01-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,9.97603,9470
GEESEBAL,2019-01-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,5.349865,72731
GEESEBAL,2019-01-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,17.417542,21708
GEESEBAL,2019-01-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,14.898237,9699
GEESEBAL,2019-01-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
GEESEBAL,2019-01-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
GEESEBAL,2019-01-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,10.865209,5898
GEESEBAL,2019-01-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,9.961751,2353
GEESEBAL,2019-01-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,3.771963,1605
GEESEBAL,2019-01-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,8.263463,137883
GEESEBAL,2019-01-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,19.899971,48476
GEESEBAL,2019-01-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,8.444238,538
GEESEBAL,2019-01-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
GEESEBAL,2019-01-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,19.44028,7870
GEESEBAL,2019-01-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
GEESEBAL,2019-01-01,5-054,5-054,ASH VALLEY,ASH VALLEY,7.874351,3852
GEESEBAL,2019-01-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,0
GEESEBAL,2019-01-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,21.2304,1875
GEESEBAL,2019-01-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,18.890323,620
GEESEBAL,2019-01-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,4.2,5
GEESEBAL,2019-01-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,8.754902,510
GEESEBAL,2019-01-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,,0
GEESEBAL,2019-01-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,,0
GEESEBAL,2019-01-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,,0
GEESEBAL,2019-01-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,5.179487,39
GEESEBAL,2019-01-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,,0
GEESEBAL,2019-01-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,,0
GEESEBAL,2019-01-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,30.050109,918
GEESEBAL,2019-01-01,5-015,5-015,BIG VALLEY,BIG VALLEY,8.784748,40887
GEESEBAL,2019-01-01,5-004,5-004,BIG VALLEY,BIG VALLEY,15.932642,49259
GEESEBAL,2019-01-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,9.814989,7432
GEESEBAL,2019-01-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,,0
GEESEBAL,2019-01-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,6.150442,1130
GEESEBAL,2019-01-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,13.837662,154
GEESEBAL,2019-01-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,30.983158,17397
GEESEBAL,2019-01-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,36.583333,12
GEESEBAL,2019-01-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,,0
GEESEBAL,2019-01-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,7.112376,4129
GEESEBAL,2019-01-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,11.708359,9714
GEESEBAL,2019-01-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,6.373226,7963
GEESEBAL,2019-01-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,31.975831,1324
GEESEBAL,2019-01-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,,0
GEESEBAL,2019-01-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,,0
GEESEBAL,2019-01-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,,0
GEESEBAL,2019-01-01,6-101,6-101,BULL FLAT,BULL FLAT,9.041667,48
GEESEBAL,2019-01-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,13.44674,6825
GEESEBAL,2019-01-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,8.327736,1727
GEESEBAL,2019-01-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,,0
GEESEBAL,2019-01-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,7.311795,147568
GEESEBAL,2019-01-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,,0
GEESEBAL,2019-01-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,,0
GEESEBAL,2019-01-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,,0
GEESEBAL,2019-01-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,,0
GEESEBAL,2019-01-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,21.02096,6250
GEESEBAL,2019-01-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,,0
GEESEBAL,2019-01-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,,0
GEESEBAL,2019-01-01,6-061,6-061,CAMEO AREA,CAMEO AREA,,0
GEESEBAL,2019-01-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,26.309524,126
GEESEBAL,2019-01-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,,0
GEESEBAL,2019-01-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,7.930469,1280
GEESEBAL,2019-01-01,3-018,3-018,CARPINTERIA,CARPINTERIA,28.481912,12992
GEESEBAL,2019-01-01,3-019,3-019,CARRIZO PLAIN,CARRIZO PLAIN,29.398694,22659
GEESEBAL,2019-01-01,6-006,6-006,CARSON VALLEY,CARSON VALLEY,,0
GEESEBAL,2019-01-01,5-029,5-029,CASTAC LAKE VALLEY,CASTAC LAKE VALLEY,4.06974,846
GEESEBAL,2019-01-01,2-008,2-008,CASTRO VALLEY,CASTRO VALLEY,,0
GEESEBAL,2019-01-01,6-038,6-038,CAVES CANYON VALLEY,CAVES CANYON VALLEY,,0
GEESEBAL,2019-01-01,5-045,5-045,CAYTON VALLEY,CAYTON VALLEY,18.419863,4249
GEESEBAL,2019-01-01,3-038,3-038,CAYUCOS VALLEY,CAYUCOS VALLEY,,0
GEESEBAL,2019-01-01,7-043,7-043,CHEMEHUEVI VALLEY,CHEMEHUEVI VALLEY,,0
GEESEBAL,2019-01-01,7-032,7-032,CHOCOLATE VALLEY,CHOCOLATE VALLEY,30.358209,67
GEESEBAL,2019-01-01,3-005,3-005,CHOLAME VALLEY,CHOLAME VALLEY,14.906649,17718
GEESEBAL,2019-01-01,3-042,3-042,CHORRO VALLEY,CHORRO VALLEY,2.362162,1295
GEESEBAL,2019-01-01,5-061,5-061,CHROME TOWN AREA,CHROME TOWN AREA,1.455969,511
GEESEBAL,2019-01-01,7-005,7-005,CHUCKWALLA VALLEY,CHUCKWALLA VALLEY,29.180495,4604
GEESEBAL,2019-01-01,2-005,2-005,CLAYTON VALLEY,CLAYTON VALLEY,12.755973,586
GEESEBAL,2019-01-01,5-066,5-066,CLEAR LAKE CACHE FORMATION,CLEAR LAKE CACHE FORMATION,8.764324,925
GEESEBAL,2019-01-01,5-058,5-058,CLOVER VALLEY,CLOVER VALLEY,,0
